Dpt/Maille/Point/Haie;Dept;Maille;Point;PE;agricole;bati;foret;length;Observateur;Date;:eure;assise;classification;ornementale;ripisylve;intervention;taille;continuite;longueur;hauteur;largeur;bande;cloture;fosse;vieux;tetards;emondes;cavite;morts;plessee;nids;composition1;composition2;composition3;exotiques;lianes;occsol1;occsol2;Commentaire(s) e?ventuel(s) ;Accenteur mouchet;Alouette lulu;Bergeronnette des ruisseaux;Bergeronnette grise;Bergeronnette printanière;Bouvreuil pivoine;Bruant des roseaux;Bruant jaune;Bruant proyer;Bruant zizi;Busard cendré;Buse variable;Chardonneret élégant;Choucas des tours;Coucou gris;Effraie des clochers;Épervier d'Europe;Faucon crécerelle;Faucon hobereau;Fauvette à tête noire;Fauvette babillarde;Fauvette des jardins;Fauvette grisette;Fauvette indéterminée;Gobemouche gris;Gobemouche noir;Grimpereau des bois;Grimpereau des jardins;Grosbec casse-noyaux;Guêpier d'Europe;Héron cendré;Hirondelle de fenêtre;Hirondelle de rivage;Hirondelle rustique;Hypolaïs polyglotte;Linotte mélodieuse;Locustelle tachetée;Loriot d'Europe;Martin-pêcheur d'Europe;Mésange à longue queue;Mésange bleue;Mésange charbonnière;Mésange indéterminée;Mésange noire;Mésange nonnette;Milan noir;Moineau domestique;Moineau friquet;Phragmite des joncs;Pic épeiche;Pic épeichette;Pic mar;Pic vert;Pie-grièche écorcheur;Pinson des arbres;Pipit des arbres;Pipit farlouse;Pouillot fitis;Pouillot indéterminé;Pouillot véloce;Roitelet à triple bandeau;Rossignol philomèle;Rougegorge familier;Rougequeue à front blanc;Rougequeue noir;Rousserolle effarvatte;Rousserolle verderolle;Serin cini;Sittelle torchepot;Tarier pâtre;Tarin des aulnes;Torcol fourmilier;Tourterelle des bois;Tourterelle turque;Traquet motteux;Troglodyte mignon;Verdier d'Europe
51/M24/8/H;51;M24;8;51/M24/8;55,31302993;16,06454703;6,461103537;2838,577767;Julia D'ORCHYMONT;01/04/2021;0,395833333;talus;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;oui;haie avec quelques troue?es ;1;4;3;oui <1 m;non;non;non;non;non;non;oui;non;non;cornouiller sanguin;prunellier;troène;non;non;culture;culture;Haie dans les vignes, talus thermophile et végétation inféodée (Pins, Orchidées…) Bande délaissée;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
51/M24/9/H;51;M24;9;51/M24/9;67,74801528;0,20775885;19,48333178;933,4750535;Julia D'ORCHYMONT;01/04/2021;0,40625;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade sur un co?te? ;non;haie continue;1;4;3;non;non;non;non;non;non;non;non;non;non;noisetier;aubépine;frêne;non;non;culture;culture;Haie dans les vignes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M27/2/H;51;M27;2;51/M27/2;63,22889148;0;12,44793214;3714,021622;Julia D'ORCHYMONT;02/04/2021;0,313888889;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;2;oui >1 m;sur 1 co?te? ;oui;oui;non;non;non;non;non;non;prunellier;saule;chêne;non;non;prairie ;prairie ;Remodelage du fossé sur 20 m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M27/3/H;51;M27;3;51/M27/3;54,70861583;0;16,82695058;2730,261444;Julia D'ORCHYMONT;02/04/2021;0,320833333;talus;E1 : Haie arbustive sans arbres;non;non;taille en sommet et façade;non;haie avec quelques troue?es ;2;4;1;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;frêne;_;non;non;prairie ;route;Haie ayant poussée dans les barbelés;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M27/5/H;51;M27;5;51/M27/5;56,49359703;0;1,026811858;4951,275516;Julia D'ORCHYMONT;02/04/2021;0,295138889;haie a plat ;D2 : Haie buissonnante avec arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie continue;2;4;2;oui <1 m;non;oui;non;non;non;non;non;non;non;prunellier;saule;_;non;non;culture;prairie ;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
51/M27/6/H;51;M27;6;51/M27/6;72,50770668;0;11,53465085;6743,281023;Julia D'ORCHYMONT;02/04/2021;0,305555556;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;non;oui;non;non;non;oui;non;non;prunellier;aubépine;chêne pédonculé;non;non;prairie ;prairie ;Vieux chênes;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M27/9/H;51;M27;9;51/M27/9;93,3413389;0,804813107;0;4181,401459;Julia D'ORCHYMONT;02/04/2021;0,331944444;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade des 2 co?te?s ;non;haie continue;2;4;1;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;frêne;_;non;non;chemin;prairie ;Haie ayant poussée dans les barbelés;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
51/M29/1/H;51;M29;1;51/M29/1;81,59777683;0;3,082340998;3368,805892;Julia D'ORCHYMONT;02/04/2021;0,371527778;talus;E2 : Haie arbustive avec arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie avec quelques troue?es ;3;4;1;oui <1 m;non;non;non;non;non;oui;non;non;non;merisier;noyer;aubépine;non;non;culture;culture;en haut de coteau;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M29/3/H;51;M29;3;51/M29/3;90,48760528;0;0;2405,522991;Julia D'ORCHYMONT;02/04/2021;0,35;haie a plat ;E2 : Haie arbustive avec arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie avec quelques troue?es ;3;4;2;oui <1 m;sur 1 co?te? ;non;non;non;non;non;oui;non;non;prunellier;frêne;_;non;non;chemin;prairie ;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M29/8/H;51;M29;8;51/M29/8;72,12517808;0;12,41399178;2124,990049;Julia D'ORCHYMONT;02/04/2021;0,359722222;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade des 2 co?te?s ;non;haie continue;3;4;3;oui >1 m;sur 1 co?te? ;non;oui;non;non;oui;non;non;non;prunellier;chêne pédonculé;_;non;non;culture;prairie ;Haie très arborée;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M30/5/H;51;M30;5;51/M30/5;75,14001548;0;0;6867,619612;Julia D'ORCHYMONT;08/04/2021;0,473611111;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;3;1;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;saule;frêne;non;non;prairie ;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M30/6/H;51;M30;6;51/M30/6;67,64812473;0;0;5153,910377;Julia D'ORCHYMONT;08/04/2021;0,459027778;haie a plat ;D1 : Haie buissonnante sans arbres;non;oui;pas d’entretien re?cent ;non;plus de troue?es que de haie;3;3;2;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;saule;cornouiller sanguin;aubépine;non;non;rivière;prairie ;Une partie seulement de la haie est située en bord de ripisylve;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M30/8/H;51;M30;8;51/M30/8;70,16970132;0;0;7841,436094;Julia D'ORCHYMONT;08/04/2021;0,467361111;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;2;oui >1 m;non;non;non;non;non;non;oui;non;oui;saule;cornouiller sanguin;aubépine;non;non;rivière;culture;Haie en bordure de gravière;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M31/1/H;51;M31;1;51/M31/1;77,94504487;0;11,32772216;2945,772175;Julia D'ORCHYMONT;02/04/2021;0,399305556;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;taille en fac?ade sur un co?te? ;non;plus de troue?es que de haie;1;2;1;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;aubépine;eglantier;non;non;prairie ;route;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
51/M31/2/H;51;M31;2;51/M31/2;58,69220797;0;27,88826311;2168,547826;Julia D'ORCHYMONT;02/04/2021;0,409722222;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;3;3;oui >1 m;sur 1 co?te? ;oui;non;non;non;non;non;non;non;prunellier;saule;aulne;non;non;chemin;prairie ;Prairies entourées de bois, fond de vallon;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M31/3/H;51;M31;3;51/M31/3;46,83935599;0;35,08144153;5093,982225;Julia D'ORCHYMONT;02/04/2021;0,444444444;talus;E2 : Haie arbustive avec arbres;non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;sur 2 co?te?s;oui;oui;non;non;oui;oui;non;non;saule;aulne;prunellier;non;non;rivière;prairie ;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
51/M31/9/H;51;M31;9;51/M31/9;56,89960771;1,784155498;27,8273953;3693,378757;Julia D'ORCHYMONT;02/04/2021;0,430555556;talus;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade sur un co?te? ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;sur 1 co?te? ;oui;oui;non;non;non;oui;non;non;saule;aulne;prunellier;non;non;rivière;prairie ;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M33/2/H;51;M33;2;51/M33/2;54,66870121;0;45,18641634;2571,681004;Julia D'ORCHYMONT;22/04/2021;0,427083333;haie a plat ;E2 : Haie arbustive avec arbres;oui;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui <1 m;non;non;non;non;non;non;non;non;non;saule;aulne;bouleau verruqueux;oui;non;parcelle nue;culture;Haie bordant une peupleraie exploitée;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M33/4/H;51;M33;4;51/M33/4;79,40660948;0;28,201076;3401,422239;Julia D'ORCHYMONT;22/04/2021;0,444444444;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui >1 m;sur 1 co?te? ;non;oui;non;non;non;oui;non;non;aubépine;peuplier;sureau noir;non;non;chemin;bois/fore?t ;"Haie bordant une peupleraie et la rivière ""La Superbe""";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M33/6/H;51;M33;6;51/M33/6;65,84739764;0;29,88506502;1953,822775;Julia D'ORCHYMONT;22/04/2021;0,415972222;talus;E2 : Haie arbustive avec arbres;non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;oui;oui;non;non;non;non;non;non;saule;aulne;noisetier;non;oui;rivière;culture;"Haie bordant la rivière ""Le Salon""";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M34/1/H;51;M34;1;51/M34/1;97,9566363;0;0;3602,444884;Julia D'ORCHYMONT;22/04/2021;0,304861111;haie a plat ;E2 : Haie arbustive avec arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie continue;2;4;2;oui >1 m;non;non;non;non;non;non;non;non;non;bouleau verruqueux;saule;cornouiller sanguin;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M34/2/H;51;M34;2;51/M34/2;92,02677637;0;0;5765,126144;Julia D'ORCHYMONT;22/04/2021;0,311805556;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui <1 m;non;oui;oui;non;non;non;non;non;non;saule;frêne;cornouiller sanguin;non;non;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M34/3/H;51;M34;3;51/M34/3;87,76856526;0;0;7868,773542;Julia D'ORCHYMONT;22/04/2021;0,322222222;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;3;2;oui >1 m;non;oui;non;non;non;non;non;non;non;saule;cornouiller sanguin;_;non;oui;chemin;culture;2 nids observés;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M34/6/H;51;M34;6;51/M34/6;89,78522409;0;0;9415,786773;Julia D'ORCHYMONT;22/04/2021;0,330555556;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui <1 m;non;oui;oui;non;non;non;non;non;non;saule;cornouiller sanguin;sureau noir;non;non;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M34/7/H;51;M34;7;51/M34/7;75,27637008;3,865061669;0;4043,875548;Julia D'ORCHYMONT;22/04/2021;0,274305556;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;saule;aubépine;eglantier;non;non;prairie ;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M34/8/H;51;M34;8;51/M34/8;83,80246876;0;0;4917,758612;Julia D'ORCHYMONT;22/04/2021;0,281944444;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;cornouiller sanguin;sureau noir;aubépine;non;non;prairie ;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M34/9/H;51;M34;9;51/M34/9;93,23435983;0;0;4461,431736;Julia D'ORCHYMONT;22/04/2021;0,289583333;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;3;2;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;cornouiller sanguin;aupébine;eglantier;non;non;prairie ;chemin;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52/M13/1/H;52;M13;1;52/M13/1;51,46882638;29,46692331;0;8915,764086;Julien Rougé;08/04/2021;0,302083333;haie a plat ;E2 : Haie arbustive avec arbres;non;oui;pas d’entretien re?cent ;non;haie continue;3;4;1;oui >1 m;non;non;oui;oui;non;oui;oui;non;non;aulne;saule;;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
52/M13/2/H;52;M13;2;52/M13/2;78,17119961;16,280491;0;8889,740208;Julien Rougé;08/04/2021;0,333333333;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;2;4;2;oui <1 m;non;oui;non;non;non;non;non;non;non;frêne;aubépine;erable champêtre;non;oui;prairie ;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52/M13/6/H1;52;M13;6;52/M13/6;70,82412794;0;0;3687,907477;Julien Rougé;08/04/2021;0,354166667;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;plus de troue?es que de haie;3;1;1;oui >1 m;non;oui;non;non;non;non;non;non;non;aubépine;prunellier;eglantier;non;non;chemin;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
52/M13/6/H2;52;M13;6;52/M13/6;70,82412794;0;0;3687,907477;Julien Rougé;08/04/2021;0,354166667;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;oui;non;non;non;frêne;noisetier;merisier;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
52/M13/6/H3;52;M13;6;52/M13/6;70,82412794;0;0;3687,907477;Julien Rougé;08/04/2021;0,354166667;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;oui;non;non;non;frêne;noisetier;merisier;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52/M13/6/H4;52;M13;6;52/M13/6;70,82412794;0;0;3687,907477;Julien Rougé;08/04/2021;0,354166667;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;oui;non;non;non;frêne;noisetier;merisier;non;non;prairie ;prairie ;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52/M13/9/H;52;M13;9;52/M13/9;84,19417387;0;0;3736,360079;Julien Rougé;08/04/2021;0,392361111;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;3;2;oui >1 m;sur 1 co?te? ;oui;non;non;non;non;non;non;non;prunellier;aubépine;eglantier;non;non;prairie ;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52/M14/1/H1;52;M14;1;52/M14/1;60,41981962;0;13,00448549;10201,42698;Anne-Sophie Gadot;27/04/2021;0,346527778;talus;D2 : Haie buissonnante avec arbres;non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;aubépine;prunellier;frêne;non;non;rivière;rivière;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52/M14/1/H2;52;M14;1;52/M14/1;60,41981962;0;13,00448549;10201,42698;Anne-Sophie Gadot;27/04/2021;0,346527778;talus;D2 : Haie buissonnante avec arbres;non;oui;pas d’entretien re?cent ;non;haie continue;3;4;2;oui <1 m;non;oui;non;non;non;non;oui;non;non;aubépine;frêne;erable champêtre;non;non;culture;rivière;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
52/M14/2/H;52;M14;2;52/M14/2;36,89020473;0;33,51506149;15402,14679;Anne-Sophie Gadot;27/04/2021;0,323611111;talus;D2 : Haie buissonnante avec arbres;non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;aubépine;frêne;;non;non;rivière;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
